instance 	 Gamma 	 status 	 objbound 	 objval 	 mipgap 	 runtime 
j3012_7 	 5 	 2 	 78.00 	 78.00 	 0.0000 	 0.84 
j3012_7 	 7 	 2 	 82.00 	 82.00 	 0.0000 	 3.32 
j3012_8 	 3 	 2 	 49.00 	 49.00 	 0.0000 	 0.91 
j3012_8 	 5 	 2 	 53.00 	 53.00 	 0.0000 	 1.61 
j3012_8 	 7 	 2 	 54.00 	 54.00 	 0.0000 	 1.06 
j3012_9 	 3 	 2 	 67.00 	 67.00 	 0.0000 	 1.68 
j3012_9 	 5 	 2 	 75.00 	 75.00 	 0.0000 	 1.38 
j3012_9 	 7 	 2 	 80.00 	 80.00 	 0.0000 	 7.41 
j3012_10 	 3 	 2 	 71.00 	 71.00 	 0.0000 	 0.53 
j3012_10 	 5 	 2 	 79.00 	 79.00 	 0.0000 	 1.31 
j3012_10 	 7 	 2 	 86.00 	 86.00 	 0.0000 	 1.83 
j3013_1 	 3 	 9 	 49.00 	 82.00 	 0.4024 	 1200.01 
j3013_1 	 5 	 9 	 54.00 	 89.00 	 0.3933 	 1200.01 
j3013_1 	 7 	 9 	 54.00 	 105.00 	 0.4857 	 1200.02 
j3013_2 	 3 	 9 	 48.00 	 86.00 	 0.4419 	 1200.01 
j3013_2 	 5 	 9 	 52.00 	 97.00 	 0.4639 	 1200.03 
j3013_2 	 7 	 9 	 54.00 	 105.00 	 0.4857 	 1200.01 
j3013_3 	 3 	 9 	 58.00 	 100.00 	 0.4200 	 1200.01 
j3013_3 	 5 	 9 	 65.00 	 131.00 	 0.5038 	 1200.01 
j3013_3 	 7 	 9 	 69.00 	 115.00 	 0.4000 	 1200.01 
j3013_4 	 3 	 9 	 63.00 	 102.00 	 0.3824 	 1200.01 
j3013_4 	 5 	 9 	 69.00 	 105.00 	 0.3429 	 1200.01 
j3013_4 	 7 	 9 	 74.00 	 116.00 	 0.3621 	 1200.01 
j3013_5 	 3 	 9 	 57.00 	 88.00 	 0.3523 	 1200.01 
j3013_5 	 5 	 9 	 63.00 	 105.00 	 0.4000 	 1200.01 
j3013_5 	 7 	 9 	 66.00 	 102.00 	 0.3529 	 1200.01 
j3013_6 	 3 	 9 	 57.00 	 82.00 	 0.3049 	 1200.01 
j3013_6 	 5 	 9 	 64.00 	 91.00 	 0.2967 	 1200.01 
j3013_6 	 7 	 9 	 67.00 	 99.00 	 0.3232 	 1200.01 
j3013_7 	 3 	 9 	 63.00 	 98.00 	 0.3571 	 1200.01 
j3013_7 	 5 	 9 	 69.00 	 115.00 	 0.4000 	 1200.05 
j3013_7 	 7 	 9 	 74.00 	 114.00 	 0.3509 	 1200.01 
j3013_8 	 3 	 9 	 64.00 	 142.00 	 0.5493 	 1200.01 
j3013_8 	 5 	 9 	 71.00 	 inf 	 inf 	 1200.01 
j3013_8 	 7 	 9 	 76.00 	 168.00 	 0.5476 	 1200.02 
j3013_9 	 3 	 9 	 65.00 	 96.00 	 0.3229 	 1200.01 
j3013_9 	 5 	 9 	 72.00 	 111.00 	 0.3514 	 1200.02 
j3013_9 	 7 	 9 	 75.00 	 112.00 	 0.3304 	 1200.02 
j3013_10 	 3 	 9 	 66.00 	 82.00 	 0.1951 	 1200.01 
j3013_10 	 5 	 9 	 74.00 	 97.00 	 0.2371 	 1200.01 
j3013_10 	 7 	 9 	 78.00 	 107.00 	 0.2710 	 1200.01 
j3014_1 	 3 	 9 	 60.00 	 63.00 	 0.0476 	 1200.01 
j3014_1 	 5 	 9 	 66.00 	 70.00 	 0.0571 	 1200.01 
j3014_1 	 7 	 9 	 69.00 	 74.00 	 0.0676 	 1200.01 
j3014_2 	 3 	 9 	 61.00 	 68.00 	 0.1029 	 1200.01 
j3014_2 	 5 	 9 	 68.00 	 76.00 	 0.1053 	 1200.01 
j3014_2 	 7 	 9 	 69.00 	 82.00 	 0.1585 	 1200.02 
j3014_3 	 3 	 2 	 73.00 	 73.00 	 0.0000 	 821.71 
j3014_3 	 5 	 9 	 81.00 	 82.00 	 0.0122 	 1200.01 
j3014_3 	 7 	 2 	 88.00 	 88.00 	 0.0000 	 395.04 
j3014_4 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 155.64 
j3014_4 	 5 	 9 	 64.00 	 70.00 	 0.0857 	 1200.01 
j3014_4 	 7 	 9 	 68.00 	 75.00 	 0.0933 	 1200.01 
j3014_5 	 3 	 9 	 65.00 	 67.00 	 0.0299 	 1200.03 
j3014_5 	 5 	 9 	 73.00 	 74.00 	 0.0135 	 1200.01 
j3014_5 	 7 	 9 	 77.00 	 78.00 	 0.0128 	 1200.02 
j3014_6 	 3 	 9 	 45.00 	 46.00 	 0.0217 	 1200.01 
j3014_6 	 5 	 2 	 50.00 	 50.00 	 0.0000 	 630.12 
j3014_6 	 7 	 9 	 53.00 	 54.00 	 0.0185 	 1200.01 
j3014_7 	 3 	 9 	 60.00 	 65.00 	 0.0769 	 1200.01 
j3014_7 	 5 	 9 	 66.00 	 71.00 	 0.0704 	 1200.01 
j3014_7 	 7 	 9 	 71.00 	 77.00 	 0.0779 	 1200.01 
j3014_8 	 3 	 2 	 69.00 	 69.00 	 0.0000 	 8.16 
j3014_8 	 5 	 2 	 77.00 	 77.00 	 0.0000 	 17.91 
j3014_8 	 7 	 2 	 82.00 	 82.00 	 0.0000 	 27.67 
j3014_9 	 3 	 9 	 58.00 	 62.00 	 0.0645 	 1200.03 
j3014_9 	 5 	 9 	 64.00 	 69.00 	 0.0725 	 1200.01 
j3014_9 	 7 	 9 	 67.00 	 74.00 	 0.0946 	 1200.01 
j3014_10 	 3 	 9 	 74.00 	 75.00 	 0.0133 	 1200.02 
j3014_10 	 5 	 9 	 81.00 	 82.00 	 0.0122 	 1200.01 
j3014_10 	 7 	 9 	 89.00 	 90.00 	 0.0111 	 1200.01 
j3015_1 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 4.89 
j3015_1 	 5 	 2 	 66.00 	 66.00 	 0.0000 	 12.68 
j3015_1 	 7 	 2 	 69.00 	 69.00 	 0.0000 	 22.43 
j3015_2 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 3.01 
j3015_2 	 5 	 2 	 67.00 	 67.00 	 0.0000 	 2.62 
j3015_2 	 7 	 2 	 70.00 	 70.00 	 0.0000 	 3.76 
j3015_3 	 3 	 2 	 63.00 	 63.00 	 0.0000 	 5.81 
j3015_3 	 5 	 2 	 69.00 	 69.00 	 0.0000 	 10.33 
j3015_3 	 7 	 2 	 71.00 	 71.00 	 0.0000 	 14.75 
j3015_4 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 0.96 
j3015_4 	 5 	 2 	 70.00 	 70.00 	 0.0000 	 1.59 
j3015_4 	 7 	 2 	 74.00 	 74.00 	 0.0000 	 2.42 
j3015_5 	 3 	 9 	 71.00 	 74.00 	 0.0405 	 1200.01 
j3015_5 	 5 	 9 	 79.00 	 81.00 	 0.0247 	 1200.02 
j3015_5 	 7 	 9 	 84.00 	 88.00 	 0.0455 	 1200.02 
j3015_6 	 3 	 2 	 82.00 	 82.00 	 0.0000 	 7.02 
j3015_6 	 5 	 2 	 90.00 	 90.00 	 0.0000 	 11.89 
j3015_6 	 7 	 2 	 98.00 	 98.00 	 0.0000 	 8.35 
j3015_7 	 3 	 2 	 60.00 	 60.00 	 0.0000 	 5.54 
j3015_7 	 5 	 2 	 66.00 	 66.00 	 0.0000 	 7.78 
j3015_7 	 7 	 2 	 71.00 	 71.00 	 0.0000 	 20.11 
j3015_8 	 3 	 2 	 65.00 	 65.00 	 0.0000 	 12.72 
j3015_8 	 5 	 2 	 72.00 	 72.00 	 0.0000 	 32.11 
j3015_8 	 7 	 2 	 76.00 	 76.00 	 0.0000 	 30.19 
j3015_9 	 3 	 2 	 67.00 	 67.00 	 0.0000 	 9.18 
j3015_9 	 5 	 2 	 73.00 	 73.00 	 0.0000 	 24.35 
j3015_9 	 7 	 2 	 79.00 	 79.00 	 0.0000 	 8.52 
j3015_10 	 3 	 2 	 80.00 	 80.00 	 0.0000 	 1.65 
j3015_10 	 5 	 2 	 88.00 	 88.00 	 0.0000 	 2.34 
j3015_10 	 7 	 2 	 94.00 	 94.00 	 0.0000 	 7.24 
j3016_1 	 3 	 2 	 64.00 	 64.00 	 0.0000 	 1.54 
j3016_1 	 5 	 2 	 72.00 	 72.00 	 0.0000 	 0.74 
j3016_1 	 7 	 2 	 77.00 	 77.00 	 0.0000 	 5.68 
j3016_2 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 1.10 
j3016_2 	 5 	 2 	 69.00 	 69.00 	 0.0000 	 1.13 
j3016_2 	 7 	 2 	 73.00 	 73.00 	 0.0000 	 1.43 
j3016_3 	 3 	 2 	 49.00 	 49.00 	 0.0000 	 0.51 
j3016_3 	 5 	 2 	 53.00 	 53.00 	 0.0000 	 1.65 
j3016_3 	 7 	 2 	 56.00 	 56.00 	 0.0000 	 0.86 
j3016_4 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 0.50 
j3016_4 	 5 	 2 	 68.00 	 68.00 	 0.0000 	 1.92 
j3016_4 	 7 	 2 	 71.00 	 71.00 	 0.0000 	 0.85 
j3016_5 	 3 	 2 	 66.00 	 66.00 	 0.0000 	 0.63 
j3016_5 	 5 	 2 	 74.00 	 74.00 	 0.0000 	 0.79 
j3016_5 	 7 	 2 	 78.00 	 78.00 	 0.0000 	 0.94 
j3016_6 	 3 	 2 	 64.00 	 64.00 	 0.0000 	 0.81 
j3016_6 	 5 	 2 	 72.00 	 72.00 	 0.0000 	 1.47 
j3016_6 	 7 	 2 	 79.00 	 79.00 	 0.0000 	 0.84 
j3016_7 	 3 	 2 	 47.00 	 47.00 	 0.0000 	 0.81 
j3016_7 	 5 	 2 	 51.00 	 51.00 	 0.0000 	 1.11 
j3016_7 	 7 	 2 	 53.00 	 53.00 	 0.0000 	 1.49 
j3016_8 	 3 	 2 	 58.00 	 58.00 	 0.0000 	 0.91 
j3016_8 	 5 	 2 	 64.00 	 64.00 	 0.0000 	 0.82 
j3016_8 	 7 	 2 	 67.00 	 67.00 	 0.0000 	 2.14 
j3016_9 	 3 	 2 	 59.00 	 59.00 	 0.0000 	 0.73 
j3016_9 	 5 	 2 	 65.00 	 65.00 	 0.0000 	 0.66 
j3016_9 	 7 	 2 	 68.00 	 68.00 	 0.0000 	 1.87 
j3016_10 	 3 	 2 	 65.00 	 65.00 	 0.0000 	 1.41 
j3016_10 	 5 	 2 	 72.00 	 72.00 	 0.0000 	 1.65 
j3016_10 	 7 	 2 	 77.00 	 77.00 	 0.0000 	 2.84 
j3017_1 	 3 	 2 	 78.00 	 78.00 	 0.0000 	 2.17 
j3017_1 	 5 	 2 	 86.00 	 86.00 	 0.0000 	 24.29 
j3017_1 	 7 	 2 	 92.00 	 92.00 	 0.0000 	 30.76 
j3017_2 	 3 	 2 	 83.00 	 83.00 	 0.0000 	 0.35 
j3017_2 	 5 	 2 	 91.00 	 91.00 	 0.0000 	 0.86 
j3017_2 	 7 	 2 	 99.00 	 99.00 	 0.0000 	 1.07 
j3017_3 	 3 	 2 	 75.00 	 75.00 	 0.0000 	 0.53 
j3017_3 	 5 	 2 	 83.00 	 83.00 	 0.0000 	 1.00 
j3017_3 	 7 	 2 	 90.00 	 90.00 	 0.0000 	 1.79 
j3017_4 	 3 	 2 	 63.00 	 63.00 	 0.0000 	 1.72 
j3017_4 	 5 	 2 	 71.00 	 71.00 	 0.0000 	 8.54 
j3017_4 	 7 	 2 	 74.00 	 74.00 	 0.0000 	 4.17 
j3017_5 	 3 	 2 	 60.00 	 60.00 	 0.0000 	 2.10 
j3017_5 	 5 	 2 	 66.00 	 66.00 	 0.0000 	 5.75 
j3017_5 	 7 	 2 	 70.00 	 70.00 	 0.0000 	 11.32 
j3017_6 	 3 	 2 	 77.00 	 77.00 	 0.0000 	 0.43 
j3017_6 	 5 	 2 	 86.00 	 86.00 	 0.0000 	 1.24 
j3017_6 	 7 	 2 	 91.00 	 91.00 	 0.0000 	 1.95 
j3017_7 	 3 	 2 	 72.00 	 72.00 	 0.0000 	 1.11 
j3017_7 	 5 	 2 	 79.00 	 79.00 	 0.0000 	 1.97 
j3017_7 	 7 	 2 	 85.00 	 85.00 	 0.0000 	 3.11 
j3017_8 	 3 	 2 	 76.00 	 76.00 	 0.0000 	 1.99 
j3017_8 	 5 	 2 	 85.00 	 85.00 	 0.0000 	 3.87 
j3017_8 	 7 	 2 	 92.00 	 92.00 	 0.0000 	 4.50 
j3017_9 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 0.76 
j3017_9 	 5 	 2 	 67.00 	 67.00 	 0.0000 	 1.77 
j3017_9 	 7 	 2 	 71.00 	 71.00 	 0.0000 	 3.93 
j3017_10 	 3 	 2 	 81.00 	 81.00 	 0.0000 	 0.61 
j3017_10 	 5 	 2 	 91.00 	 91.00 	 0.0000 	 0.78 
j3017_10 	 7 	 2 	 98.00 	 98.00 	 0.0000 	 1.54 
j3018_1 	 3 	 2 	 68.00 	 68.00 	 0.0000 	 0.40 
j3018_1 	 5 	 2 	 76.00 	 76.00 	 0.0000 	 0.72 
j3018_1 	 7 	 2 	 81.00 	 81.00 	 0.0000 	 1.23 
j3018_2 	 3 	 2 	 69.00 	 69.00 	 0.0000 	 0.73 
j3018_2 	 5 	 2 	 75.00 	 75.00 	 0.0000 	 0.74 
j3018_2 	 7 	 2 	 80.00 	 80.00 	 0.0000 	 1.56 
j3018_3 	 3 	 2 	 69.00 	 69.00 	 0.0000 	 0.44 
j3018_3 	 5 	 2 	 76.00 	 76.00 	 0.0000 	 0.84 
j3018_3 	 7 	 2 	 82.00 	 82.00 	 0.0000 	 1.09 
j3018_4 	 3 	 2 	 85.00 	 85.00 	 0.0000 	 0.34 
j3018_4 	 5 	 2 	 94.00 	 94.00 	 0.0000 	 0.98 
j3018_4 	 7 	 2 	 102.00 	 102.00 	 0.0000 	 1.21 
j3018_5 	 3 	 2 	 66.00 	 66.00 	 0.0000 	 0.38 
j3018_5 	 5 	 2 	 73.00 	 73.00 	 0.0000 	 0.88 
j3018_5 	 7 	 2 	 78.00 	 78.00 	 0.0000 	 0.83 
j3018_6 	 3 	 2 	 77.00 	 77.00 	 0.0000 	 1.03 
j3018_6 	 5 	 2 	 85.00 	 85.00 	 0.0000 	 1.27 
j3018_6 	 7 	 2 	 91.00 	 91.00 	 0.0000 	 6.42 
j3018_7 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 0.34 
j3018_7 	 5 	 2 	 68.00 	 68.00 	 0.0000 	 0.56 
j3018_7 	 7 	 2 	 74.00 	 74.00 	 0.0000 	 1.54 
j3018_8 	 3 	 2 	 67.00 	 67.00 	 0.0000 	 0.30 
j3018_8 	 5 	 2 	 75.00 	 75.00 	 0.0000 	 0.75 
j3018_8 	 7 	 2 	 79.00 	 79.00 	 0.0000 	 1.23 
j3018_9 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 0.87 
j3018_9 	 5 	 2 	 70.00 	 70.00 	 0.0000 	 0.99 
j3018_9 	 7 	 2 	 73.00 	 73.00 	 0.0000 	 2.59 
j3018_10 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 1.12 
j3018_10 	 5 	 2 	 67.00 	 67.00 	 0.0000 	 1.34 
j3018_10 	 7 	 2 	 71.00 	 71.00 	 0.0000 	 6.66 
j3019_1 	 3 	 2 	 52.00 	 52.00 	 0.0000 	 0.51 
j3019_1 	 5 	 2 	 57.00 	 57.00 	 0.0000 	 0.79 
j3019_1 	 7 	 2 	 61.00 	 61.00 	 0.0000 	 1.86 
j3019_2 	 3 	 2 	 73.00 	 73.00 	 0.0000 	 0.41 
j3019_2 	 5 	 2 	 80.00 	 80.00 	 0.0000 	 0.30 
j3019_2 	 7 	 2 	 86.00 	 86.00 	 0.0000 	 0.37 
j3019_3 	 3 	 2 	 98.00 	 98.00 	 0.0000 	 0.40 
j3019_3 	 5 	 2 	 107.00 	 107.00 	 0.0000 	 0.27 
j3019_3 	 7 	 2 	 115.00 	 115.00 	 0.0000 	 1.00 
j3019_4 	 3 	 2 	 54.00 	 54.00 	 0.0000 	 0.42 
j3019_4 	 5 	 2 	 59.00 	 59.00 	 0.0000 	 0.83 
j3019_4 	 7 	 2 	 60.00 	 60.00 	 0.0000 	 1.03 
j3019_5 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 0.60 
j3019_5 	 5 	 2 	 68.00 	 68.00 	 0.0000 	 1.35 
j3019_5 	 7 	 2 	 73.00 	 73.00 	 0.0000 	 0.99 
j3019_6 	 3 	 2 	 64.00 	 64.00 	 0.0000 	 0.38 
j3019_6 	 5 	 2 	 71.00 	 71.00 	 0.0000 	 0.60 
j3019_6 	 7 	 2 	 75.00 	 75.00 	 0.0000 	 1.21 
j3019_7 	 3 	 2 	 72.00 	 72.00 	 0.0000 	 0.53 
j3019_7 	 5 	 2 	 81.00 	 81.00 	 0.0000 	 0.92 
j3019_7 	 7 	 2 	 86.00 	 86.00 	 0.0000 	 1.71 
j3019_8 	 3 	 2 	 70.00 	 70.00 	 0.0000 	 0.36 
j3019_8 	 5 	 2 	 78.00 	 78.00 	 0.0000 	 0.75 
j3019_8 	 7 	 2 	 84.00 	 84.00 	 0.0000 	 0.90 
j3019_9 	 3 	 2 	 51.00 	 51.00 	 0.0000 	 0.51 
j3019_9 	 5 	 2 	 57.00 	 57.00 	 0.0000 	 1.10 
j3019_9 	 7 	 2 	 59.00 	 59.00 	 0.0000 	 1.99 
j3019_10 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 0.40 
j3019_10 	 5 	 2 	 67.00 	 67.00 	 0.0000 	 0.60 
j3019_10 	 7 	 2 	 71.00 	 71.00 	 0.0000 	 1.05 
j3020_1 	 3 	 2 	 72.00 	 72.00 	 0.0000 	 0.19 
j3020_1 	 5 	 2 	 79.00 	 79.00 	 0.0000 	 0.31 
j3020_1 	 7 	 2 	 85.00 	 85.00 	 0.0000 	 0.78 
j3020_2 	 3 	 2 	 85.00 	 85.00 	 0.0000 	 0.18 
j3020_2 	 5 	 2 	 94.00 	 94.00 	 0.0000 	 0.27 
j3020_2 	 7 	 2 	 102.00 	 102.00 	 0.0000 	 1.18 
j3020_3 	 3 	 2 	 64.00 	 64.00 	 0.0000 	 0.19 
j3020_3 	 5 	 2 	 73.00 	 73.00 	 0.0000 	 0.31 
j3020_3 	 7 	 2 	 75.00 	 75.00 	 0.0000 	 0.35 
j3020_4 	 3 	 2 	 58.00 	 58.00 	 0.0000 	 0.18 
j3020_4 	 5 	 2 	 67.00 	 67.00 	 0.0000 	 0.45 
j3020_4 	 7 	 2 	 67.00 	 67.00 	 0.0000 	 0.96 
j3020_5 	 3 	 2 	 75.00 	 75.00 	 0.0000 	 0.43 
j3020_5 	 5 	 2 	 83.00 	 83.00 	 0.0000 	 1.01 
j3020_5 	 7 	 2 	 89.00 	 89.00 	 0.0000 	 0.81 
j3020_6 	 3 	 2 	 66.00 	 66.00 	 0.0000 	 0.22 
j3020_6 	 5 	 2 	 73.00 	 73.00 	 0.0000 	 0.32 
j3020_6 	 7 	 2 	 77.00 	 77.00 	 0.0000 	 0.37 
j3020_7 	 3 	 2 	 56.00 	 56.00 	 0.0000 	 0.16 
j3020_7 	 5 	 2 	 62.00 	 62.00 	 0.0000 	 0.27 
j3020_7 	 7 	 2 	 64.00 	 64.00 	 0.0000 	 0.32 
j3020_8 	 3 	 2 	 65.00 	 65.00 	 0.0000 	 0.19 
j3020_8 	 5 	 2 	 71.00 	 71.00 	 0.0000 	 0.31 
j3020_8 	 7 	 2 	 75.00 	 75.00 	 0.0000 	 0.38 
j3020_9 	 3 	 2 	 56.00 	 56.00 	 0.0000 	 0.19 
j3020_9 	 5 	 2 	 62.00 	 62.00 	 0.0000 	 0.33 
j3020_9 	 7 	 2 	 64.00 	 64.00 	 0.0000 	 0.36 
j3020_10 	 3 	 2 	 51.00 	 51.00 	 0.0000 	 0.19 
j3020_10 	 5 	 2 	 55.00 	 55.00 	 0.0000 	 0.29 
j3020_10 	 7 	 2 	 57.00 	 57.00 	 0.0000 	 0.39 
j3021_1 	 3 	 2 	 99.00 	 99.00 	 0.0000 	 420.54 
j3021_1 	 5 	 2 	 108.00 	 108.00 	 0.0000 	 967.60 
j3021_1 	 7 	 9 	 105.00 	 116.00 	 0.0948 	 1200.01 
j3021_2 	 3 	 2 	 72.00 	 72.00 	 0.0000 	 402.91 
j3021_2 	 5 	 2 	 80.00 	 80.00 	 0.0000 	 637.22 
j3021_2 	 7 	 2 	 85.00 	 85.00 	 0.0000 	 903.83 
j3021_3 	 3 	 9 	 83.00 	 91.00 	 0.0879 	 1200.02 
j3021_3 	 5 	 9 	 89.00 	 98.00 	 0.0918 	 1200.01 
j3021_3 	 7 	 9 	 89.00 	 104.00 	 0.1442 	 1200.01 
j3021_4 	 3 	 9 	 72.00 	 83.00 	 0.1325 	 1200.01 
j3021_4 	 5 	 9 	 82.00 	 92.00 	 0.1087 	 1200.01 
j3021_4 	 7 	 9 	 85.00 	 99.00 	 0.1414 	 1200.01 
j3021_5 	 3 	 9 	 64.00 	 68.00 	 0.0588 	 1200.02 
j3021_5 	 5 	 9 	 68.00 	 75.00 	 0.0933 	 1200.01 
j3021_5 	 7 	 9 	 68.00 	 83.00 	 0.1807 	 1200.01 
j3021_6 	 3 	 9 	 86.00 	 91.00 	 0.0549 	 1200.01 
j3021_6 	 5 	 9 	 85.00 	 100.00 	 0.1500 	 1200.01 
j3021_6 	 7 	 9 	 92.00 	 106.00 	 0.1321 	 1200.04 
j3021_7 	 3 	 9 	 73.00 	 80.00 	 0.0875 	 1200.01 
j3021_7 	 5 	 9 	 79.00 	 87.00 	 0.0920 	 1200.01 
j3021_7 	 7 	 9 	 87.00 	 94.00 	 0.0745 	 1200.02 
j3021_8 	 3 	 2 	 77.00 	 77.00 	 0.0000 	 509.58 
j3021_8 	 5 	 2 	 84.00 	 84.00 	 0.0000 	 719.95 
j3021_8 	 7 	 9 	 88.00 	 90.00 	 0.0222 	 1200.02 
j3021_9 	 3 	 9 	 68.00 	 84.00 	 0.1905 	 1200.01 
j3021_9 	 5 	 9 	 77.00 	 93.00 	 0.1720 	 1200.01 
j3021_9 	 7 	 9 	 78.00 	 100.00 	 0.2200 	 1200.01 
j3021_10 	 3 	 2 	 83.00 	 83.00 	 0.0000 	 44.26 
j3021_10 	 5 	 2 	 92.00 	 92.00 	 0.0000 	 155.03 
j3021_10 	 7 	 2 	 99.00 	 99.00 	 0.0000 	 270.76 
j3022_1 	 3 	 2 	 56.00 	 56.00 	 0.0000 	 0.77 
j3022_1 	 5 	 2 	 61.00 	 61.00 	 0.0000 	 2.65 
j3022_1 	 7 	 2 	 64.00 	 64.00 	 0.0000 	 4.73 
j3022_2 	 3 	 2 	 57.00 	 57.00 	 0.0000 	 1.08 
j3022_2 	 5 	 2 	 64.00 	 64.00 	 0.0000 	 3.01 
j3022_2 	 7 	 2 	 68.00 	 68.00 	 0.0000 	 7.32 
j3022_3 	 3 	 2 	 78.00 	 78.00 	 0.0000 	 1.49 
j3022_3 	 5 	 2 	 87.00 	 87.00 	 0.0000 	 2.44 
j3022_3 	 7 	 2 	 93.00 	 93.00 	 0.0000 	 4.95 
j3022_4 	 3 	 2 	 56.00 	 56.00 	 0.0000 	 1.66 
j3022_4 	 5 	 2 	 62.00 	 62.00 	 0.0000 	 3.78 
j3022_4 	 7 	 2 	 63.00 	 63.00 	 0.0000 	 4.89 
j3022_5 	 3 	 2 	 65.00 	 65.00 	 0.0000 	 10.94 
j3022_5 	 5 	 2 	 72.00 	 72.00 	 0.0000 	 17.81 
j3022_5 	 7 	 2 	 77.00 	 77.00 	 0.0000 	 17.53 
j3022_6 	 3 	 2 	 67.00 	 67.00 	 0.0000 	 16.46 
j3022_6 	 5 	 2 	 74.00 	 74.00 	 0.0000 	 34.09 
j3022_6 	 7 	 2 	 78.00 	 78.00 	 0.0000 	 55.02 
j3022_7 	 3 	 2 	 74.00 	 74.00 	 0.0000 	 12.55 
j3022_7 	 5 	 2 	 82.00 	 82.00 	 0.0000 	 26.00 
j3022_7 	 7 	 2 	 88.00 	 88.00 	 0.0000 	 18.37 
j3022_8 	 3 	 2 	 69.00 	 69.00 	 0.0000 	 505.02 
j3022_8 	 5 	 2 	 76.00 	 76.00 	 0.0000 	 368.89 
j3022_8 	 7 	 2 	 80.00 	 80.00 	 0.0000 	 176.19 
j3022_9 	 3 	 2 	 91.00 	 91.00 	 0.0000 	 1.34 
j3022_9 	 5 	 2 	 101.00 	 101.00 	 0.0000 	 2.14 
j3022_9 	 7 	 2 	 109.00 	 109.00 	 0.0000 	 13.56 
j3022_10 	 3 	 2 	 70.00 	 70.00 	 0.0000 	 7.73 
j3022_10 	 5 	 2 	 78.00 	 78.00 	 0.0000 	 11.37 
j3022_10 	 7 	 2 	 83.00 	 83.00 	 0.0000 	 19.99 
j3023_1 	 3 	 2 	 78.00 	 78.00 	 0.0000 	 0.59 
j3023_1 	 5 	 2 	 87.00 	 87.00 	 0.0000 	 0.75 
j3023_1 	 7 	 2 	 95.00 	 95.00 	 0.0000 	 0.83 
j3023_2 	 3 	 2 	 67.00 	 67.00 	 0.0000 	 0.44 
j3023_2 	 5 	 2 	 75.00 	 75.00 	 0.0000 	 0.86 
j3023_2 	 7 	 2 	 80.00 	 80.00 	 0.0000 	 1.21 
j3023_3 	 3 	 2 	 59.00 	 59.00 	 0.0000 	 1.38 
j3023_3 	 5 	 2 	 65.00 	 65.00 	 0.0000 	 3.61 
j3023_3 	 7 	 2 	 70.00 	 70.00 	 0.0000 	 5.08 
j3023_4 	 3 	 2 	 80.00 	 80.00 	 0.0000 	 1.54 
j3023_4 	 5 	 2 	 89.00 	 89.00 	 0.0000 	 3.59 
j3023_4 	 7 	 2 	 95.00 	 95.00 	 0.0000 	 4.15 
j3023_5 	 3 	 2 	 66.00 	 66.00 	 0.0000 	 1.83 
j3023_5 	 5 	 2 	 73.00 	 73.00 	 0.0000 	 4.60 
j3023_5 	 7 	 2 	 77.00 	 77.00 	 0.0000 	 4.20 
j3023_6 	 3 	 2 	 61.00 	 61.00 	 0.0000 	 0.70 
j3023_6 	 5 	 2 	 67.00 	 67.00 	 0.0000 	 1.25 
j3023_6 	 7 	 2 	 72.00 	 72.00 	 0.0000 	 1.31 
j3023_7 	 3 	 2 	 75.00 	 75.00 	 0.0000 	 1.57 
j3023_7 	 5 	 2 	 85.00 	 85.00 	 0.0000 	 5.26 
j3023_7 	 7 	 2 	 90.00 	 90.00 	 0.0000 	 6.52 
j3023_8 	 3 	 2 	 62.00 	 62.00 	 0.0000 	 2.54 
j3023_8 	 5 	 2 	 71.00 	 71.00 	 0.0000 	 5.11 
j3023_8 	 7 	 2 	 73.00 	 73.00 	 0.0000 	 5.93 
j3023_9 	 3 	 2 	 78.00 	 78.00 	 0.0000 	 2.31 
j3023_9 	 5 	 2 	 86.00 	 86.00 	 0.0000 	 4.14 
j3023_9 	 7 	 2 	 92.00 	 92.00 	 0.0000 	 7.29 
j3023_10 	 3 	 2 	 76.00 	 76.00 	 0.0000 	 0.44 
j3023_10 	 5 	 2 	 86.00 	 86.00 	 0.0000 	 0.91 
j3023_10 	 7 	 2 	 92.00 	 92.00 	 0.0000 	 1.49 
j3024_1 	 3 	 2 	 68.00 	 68.00 	 0.0000 	 0.21 
j3024_1 	 5 	 2 	 75.00 	 75.00 	 0.0000 	 0.65 
j3024_1 	 7 	 2 	 79.00 	 79.00 	 0.0000 	 1.19 
j3024_2 	 3 	 2 	 72.00 	 72.00 	 0.0000 	 0.57 
j3024_2 	 5 	 2 	 79.00 	 79.00 	 0.0000 	 0.68 
j3024_2 	 7 	 2 	 84.00 	 84.00 	 0.0000 	 1.60 
